date,sales,unemployment,temperature,facebook_newsfeed_spend,facebook_newsfeed_impressions,youtube_brand_spend,youtube_brand_impressions,search_spend,search_clicks,youtube_performance_spend,youtube_performance_impressions,newspaper_spend,newspaper_readership,tv_spend,tv_gross_rating_points,cpi
12/22/19,1093652.836,3.6,55.22993481,11494.52577,9928448,25687.18512,13465808,23041.14967,9588,23656.46517,5569301,12276.35369,884098,21043.18655,1408630,258.263
12/23/19,1079508.593,3.6,66.65199707,10673.55213,10483455,27385.16319,11863270,19959.05175,8486,23016.03454,5532886,11827.50872,749609,19681.68909,1121489,258.263
12/24/19,1094628.109,3.6,70.44057379,11309.72989,9938860,21718.41861,10358333,25695.97764,11937,30887.01233,7363749,11811.62041,1368059,22110.68696,1315364,258.263
12/25/19,1110445.904,3.6,66.27161431,10597.65952,10294841,27317.3846,12876129,25114.79176,11918,28056.11571,6805967,12117.23187,1087634,20230.6319,1242099,258.263
12/26/19,1079419.128,3.6,67.30099937,10694.447,10916684,22417.65213,10452434,22360.32236,10455,27646.56204,6703748,11762.73655,1068412,16985.37354,1022027,258.263
12/27/19,1096900.56,3.6,54.12140488,10772.62447,9884517,29182.28513,14310665,24632.17293,10491,25849.14668,6259162,12014.32465,999292,22939.00676,2078717,258.263
12/28/19,1110922.445,3.6,73.16493276,11443.68703,10543291,21492.28733,10452446,20691.05214,8981,26890.10226,6533735,11984.48466,1097795,21667.60474,1393127,258.263
12/29/19,1113833.929,3.6,71.82433264,10732.25918,10309502,25057.65668,12861714,23106.70242,10350,29993.80023,7097586,11542.91017,977905,23742.85382,1317335,258.263
12/30/19,1079732.925,3.6,79.09769891,10684.62801,10402665,24356.6152,11541246,25416.69011,11761,0,0,11688.50861,903570,19196.6604,1383963,258.263
12/31/19,1081817.03,3.6,54.49342019,10887.22956,9642782,27403.83062,12640577,22515.4079,11551,0,0,11863.09034,789359,17826.35402,1059967,258.263
1/1/20,1092840.315,3.5,72.13715049,10999.23326,9361715,24423.13428,10411505,22902.36373,10836,0,0,11757.13129,1343440,20359.9361,1329051,258.682
1/2/20,1122712.449,3.5,66.81492602,11120.06539,10395613,23661.79961,11889443,22716.5487,9773,0,0,11815.54533,1230903,19928.28456,1213410,258.682
1/3/20,1082950.696,3.5,78.36108559,10987.74071,8975440,25753.91864,11636964,24234.06373,10447,0,0,11986.1032,925711,21240.08804,1266487,258.682
1/4/20,1115684.554,3.5,79.88303638,10863.16881,11034458,27372.51096,13666737,21040.30714,9205,0,0,11782.91156,963153,19771.27925,1344255,258.682
1/5/20,1075712.042,3.5,66.70807828,11373.00804,10507069,24238.11317,12419364,21260.11538,9557,0,0,12314.82153,1005205,20757.72119,1199273,258.682
1/6/20,1074163.101,3.5,67.30137253,10098.96961,8218490,23054.08105,9593429,19230.53361,8041,0,0,11480.49102,649732,23569.49901,1110512,258.682
1/7/20,1094355.923,3.5,79.8071261,10770.38515,10488646,23834.5088,12020693,23755.36606,10596,0,0,12265.67762,679770,19760.23476,1497282,258.682
1/8/20,1104904.852,3.5,74.90126971,11241.50255,9787204,25791.0664,12288346,21913.51958,10642,0,0,12262.38766,1070701,19298.64462,1497021,258.682
1/9/20,1096629.428,3.5,72.28081432,10432.29831,9351777,25795.99431,12440918,22532.97119,10031,0,0,11696.06952,1102285,16480.82139,1002945,258.682
1/10/20,1076366.843,3.5,63.46740749,11003.21012,10166919,24164.29044,11671014,19704.04307,9395,0,0,12285.7315,915563,20638.83728,1350993,258.682
1/11/20,1103609.582,3.5,87.17201176,11243.83666,10164580,25296.42236,11757793,24579.22626,10912,0,0,11492.59372,953511,19439.9871,1299443,258.682
1/12/20,1117410.175,3.5,84.38909753,11003.60676,9679548,25030.53251,13330255,18932.83209,8104,0,0,11715.84302,878814,20339.83078,1186570,258.682
1/13/20,1093030.826,3.5,75.20595514,10148.65813,8746162,27669.65761,12350767,23797.20602,10914,29139.21679,7185889,0,0,21572.30093,1206816,258.682
1/14/20,1092529.216,3.5,62.29208777,11108.84843,11444386,28458.03976,12179423,25885.19661,10873,21100.72777,5094865,0,0,19018.37332,882120,258.682
1/15/20,1083946.297,3.5,75.24674115,10922.81278,9389043,24662.02733,11156094,19494.03236,8272,25402.99327,6236246,0,0,21089.99277,1446502,258.682
1/16/20,1094378.802,3.5,70.74564957,10643.65142,10597208,25226.94218,11840243,21123.37773,9338,25821.21012,6442616,0,0,17448.17749,1584748,258.682
1/17/20,1124675.569,3.5,73.52619181,11231.63356,10313691,25179.32016,13438326,23645.69025,10581,26386.20977,6349495,0,0,16951.23639,815150,258.682
1/18/20,1077005.509,3.5,69.90277563,11060.14382,11521705,23813.52332,11553165,20597.32599,9613,28552.33827,6974982,0,0,20444.45017,1150745,258.682
1/19/20,1073304.95,3.5,58.36905772,10869.61498,7622554,23713.41543,12478463,26399.80145,11537,38742.78177,9535342,0,0,18396.09078,1295490,258.682
1/20/20,1082061.517,3.5,71.4376072,10377.66701,9189798,23380.4361,12276918,20489.5733,9130,23924.68662,5652460,0,0,16786.44797,1016430,258.682
1/21/20,1090918.59,3.5,60.15434829,10110.64741,8680724,25925.37773,11807462,25471.10012,11787,16974.91337,3999937,0,0,22069.69906,1341785,258.682
1/22/20,1084298.106,3.5,60.25868184,11015.83887,10080491,20330.17468,9942482,22129.04312,10435,28012.63871,6972990,0,0,21428.86596,1495200,258.682
1/23/20,1104727.543,3.5,80.63748978,10646.37656,9474253,27031.29843,14930844,24447.25829,11676,24093.29535,5782201,0,0,18893.14828,1114604,258.682
1/24/20,1077796.575,3.5,79.18534534,11389.63875,8890814,24949.58848,11890891,23774.25369,10032,26378.75532,6154779,0,0,22286.5583,1295534,258.682
1/25/20,1098309.874,3.5,72.20378893,10857.68573,10191874,26009.1055,13916659,24551.99979,11128,25967.53793,6007471,0,0,19281.55744,1337976,258.682
1/26/20,1075865.796,3.5,51.87031225,10681.47194,10233323,24655.14694,13068615,18675.29059,9149,31039.00174,7500616,0,0,21520.65736,1488844,258.682
1/27/20,1082193.956,3.5,63.0181633,10654.92324,11034044,27892.55649,13026003,20778.73003,9257,0,0,11894.70856,1029879,0,0,258.682
1/28/20,1066188.595,3.5,64.2766899,10714.24173,10785478,20769.91176,9602262,21453.42472,9324,0,0,12301.48105,1106965,0,0,258.682
1/29/20,1104590.253,3.5,58.66388644,11390.14866,11052338,26555.27866,13385646,24843.30973,11233,0,0,11833.03412,982897,0,0,258.682
1/30/20,1073068.959,3.5,45.51344417,10968.39572,10201119,23859.37798,11826804,22025.10116,9419,0,0,11722.53194,818598,0,0,258.682
1/31/20,1080625.174,3.5,56.79831502,10752.17669,9935693,22940.53892,10460950,26844.50134,11883,0,0,11808.42006,1271625,0,0,258.682
2/1/20,1063867.275,3.5,57.87302727,11524.82794,10447498,25094.79657,13036622,22994.95312,10411,0,0,12337.77438,1289522,0,0,259.007
2/2/20,1081376.6,3.5,61.95692542,11030.63705,9590707,27280.94684,13046521,21903.23067,8977,0,0,12246.24354,884249,0,0,259.007
2/3/20,1065255.034,3.5,62.154022,11095.9032,10961101,19197.07375,9563883,26775.04321,12941,0,0,11655.45487,1028722,0,0,259.007
2/4/20,1076108.268,3.5,64.23384762,11399.09382,10111656,25039.45545,11155955,22990.50691,10884,0,0,11686.25371,1187239,0,0,259.007
2/5/20,1087854.873,3.5,45.98269575,10544.75896,8833997,25747.63385,12511052,23248.94245,10567,0,0,11897.08268,1005732,0,0,259.007
2/6/20,1101583.561,3.5,46.57179528,11153.88289,9733950,28437.60443,13987230,23391.02787,10361,0,0,11917.19548,1073522,0,0,259.007
2/7/20,1079425.303,3.5,63.32463958,11198.94396,10979657,22586.62083,9819042,19824.91408,8968,0,0,12023.31551,804308,0,0,259.007
2/8/20,1074969.701,3.5,54.68249931,11198.01078,11357897,21727.78229,11303762,22229.18127,9201,0,0,11819.39729,997875,0,0,259.007
2/9/20,1079537.326,3.5,60.23279005,11490.17615,10523971,25460.35629,10603368,22826.33401,9889,0,0,12369.83036,867423,0,0,259.007
2/10/20,1074896.651,3.5,46.00859201,10205.15581,8733846,26020.65991,13874824,21587.66949,9717,27445.77112,6670562,11953.73751,1003894,0,0,259.007
2/11/20,1119789.407,3.5,67.08767965,11318.78752,10434401,25880.93928,12798542,24029.9545,11477,26893.62446,6328924,11963.27022,857454,0,0,259.007
2/12/20,1072997.349,3.5,53.77399343,10862.43133,10155580,20834.22903,9690567,22758.66798,10493,26261.10744,6175446,12046.72156,1225847,0,0,259.007
2/13/20,1096658.234,3.5,50.85142122,10640.11978,9828943,25642.36599,12944541,21295.22504,9933,22786.46164,5570250,11935.48974,849209,0,0,259.007
2/14/20,1071471.211,3.5,65.65174364,10973.35026,10078293,20407.62227,9535224,24117.90153,11716,29318.24148,7088302,11925.41266,974562,0,0,259.007
2/15/20,1086951.334,3.5,51.87308834,10881.11619,9717459,23415.44747,11454477,20254.05963,8838,29232.32172,7105773,11413.87695,986841,0,0,259.007
2/16/20,1096073.988,3.5,50.39299398,11017.46197,11116166,24526.148,11198986,21218.3442,8860,19269.0723,4723074,11629.84312,963065,0,0,259.007
2/17/20,1080445.39,3.5,50.5397188,11102.92982,10918284,27153.25906,12505062,22361.02254,10353,24159.84123,5887128,11952.8812,972102,0,0,259.007
2/18/20,1089176.37,3.5,74.34164121,11362.35058,10950046,19953.82497,9231075,23150.63875,9897,20799.37768,5083784,11669.09763,874383,0,0,259.007
2/19/20,1101855.61,3.5,62.31601561,10952.16463,9175113,25245.08307,13633445,21871.62721,9446,29517.09927,7207414,11744.05817,1174324,0,0,259.007
2/20/20,1100440.585,3.5,77.72224456,10908.21723,10820887,22321.11962,10117881,19477.40876,9206,29535.68058,7095211,12046.84231,1177713,0,0,259.007
2/21/20,1077498.573,3.5,56.78144592,10156.79491,8952271,25004.86523,10727437,22766.98146,10285,30545.02365,7397567,11591.9997,1133825,0,0,259.007
2/22/20,1087614.679,3.5,69.29534509,11468.33327,10482481,26947.79594,12124997,25419.37649,11558,22164.03263,5361187,11968.26095,902140,0,0,259.007
2/23/20,1078222.379,3.5,77.63868924,10706.24542,9010723,27145.08239,13637289,16623.20104,7320,27876.26121,6836205,11640.58522,969660,0,0,259.007
2/24/20,1115313.482,3.5,74.5244996,10892.98264,10865276,25623.43342,12276084,24343.27113,10652,0,0,0,0,0,0,259.007
2/25/20,1080194.065,3.5,73.31603056,10704.54833,9390692,21595.69291,9859606,25111.43463,11357,0,0,0,0,0,0,259.007
2/26/20,1082464.118,3.5,84.8721879,10725.67293,10133313,26942.26523,11686549,23419.74506,9875,0,0,0,0,19215.71114,1246238,259.007
2/27/20,1105418.385,3.5,87.7451373,11362.43918,10347040,26897.71311,12843548,22961.8948,9694,0,0,0,0,21121.03241,1286508,259.007
2/28/20,1077606.902,3.5,68.61719871,11904.3813,9469548,25137.11689,11477246,25807.05529,10708,0,0,0,0,17049.26209,1051558,259.007
2/29/20,1102380.28,3.5,64.75388666,11493.87093,10288904,28386.34323,13714182,23096.61267,9893,0,0,0,0,19248.47604,1007961,259.007
3/1/20,1077246.46,4.4,66.55502357,11541.73976,9315744,21512.58322,9165992,17377.09106,7030,0,0,0,0,23178.80423,1071963,258.165
3/2/20,1077148.884,4.4,86.58518588,11033.47851,10306103,22565.68965,10435926,24480.55111,11036,0,0,0,0,17684.96892,895054,258.165
3/3/20,1103954.481,4.4,65.48844703,11065.40832,9765277,26144.3306,14042831,25499.85355,11811,0,0,0,0,23755.79829,1297519,258.165
3/4/20,1108567.44,4.4,70.31538319,11140.46309,9642965,27952.96296,13086891,24702.505,11107,0,0,0,0,23311.62814,1499162,258.165
3/5/20,1087268.528,4.4,66.35735942,11297.91959,10148560,23984.0384,12450472,24004.00974,10041,0,0,0,0,23197.64702,1735964,258.165
3/6/20,1102504.958,4.4,63.43643529,10811.46152,11014132,25239.03713,12763345,23925.62983,11136,0,0,0,0,17744.46735,1037230,258.165
3/7/20,1083505.392,4.4,67.60055463,10931.01919,9730757,22536.06361,10482965,23748.55678,10458,0,0,0,0,19160.70518,1415276,258.165
3/8/20,1099479.296,4.4,80.38320887,10942.03139,12006497,27091.39917,13109782,24109.80872,10484,0,0,0,0,21018.87479,1229938,258.165
3/9/20,1079086.437,4.4,77.64756132,10363.80358,8208501,22711.64139,10591867,25672.24197,11198,30792.71982,7446317,11561.3281,1277541,20199.84298,1318329,258.165
3/10/20,1105858.288,4.4,60.8713791,11293.94782,10017013,27134.50374,13738806,20628.68297,9325,26264.90956,6357971,12078.59341,965511,20336.72067,1572572,258.165
3/11/20,1081439.347,4.4,62.64435124,11460.31245,10081037,24091.89373,10935939,22989.0106,11462,24449.27751,5881613,12133.5935,911114,20256.22813,1202189,258.165
3/12/20,1117644.952,4.4,60.86427756,10663.18201,10802214,23140.55591,11703674,23893.2953,10895,30902.87946,7800475,12151.50862,1277314,22269.07396,1345358,258.165
3/13/20,1094095.486,4.4,66.66603398,10655.48862,8028680,25814.37396,12107992,24712.66162,10548,27491.97547,6668904,11960.23994,893782,18925.48665,1502421,258.165
3/14/20,1092974.708,4.4,61.03516206,10784.77448,9871474,23793.20964,10008256,20348.29512,9175,30252.61112,7178156,11793.43178,851428,21422.11959,1495682,258.165
3/15/20,1090141.421,4.4,69.08133958,11198.63785,10099704,24295.53725,11041951,21715.077,9741,25271.18381,6190458,11825.41379,1291011,20019.92595,1103518,258.165
3/16/20,1087740.839,4.4,68.49782385,10423.21355,8893063,21668.17759,10136693,17688.14077,7580,18966.7804,4574604,11719.54367,900960,18466.078,1665021,258.165
3/17/20,1091643.757,4.4,53.71875418,10554.95907,9732157,24186.57123,12087848,23511.80027,9735,28604.81861,7019091,11550.09479,1345843,20919.45985,1364133,258.165
3/18/20,1071040.775,4.4,54.21263494,10594.18035,8763042,21536.28426,9674405,22371.49248,9668,20691.00435,4963856,12268.30526,1020416,23033.26557,1162099,258.165
3/19/20,1077781.189,4.4,74.42287005,11226.94547,10868333,28097.61109,13902201,21642.97978,9582,20662.40666,4929702,12198.54572,777879,16888.89298,1001934,258.165
3/20/20,1102530.411,4.4,71.56115388,10914.37954,9907278,27383.68298,13954203,22716.84144,10608,21265.6671,5188595,12004.52779,886736,22201.8136,1727814,258.165
3/21/20,1083504.51,4.4,71.85525364,10816.47724,10798339,25381.17147,10795440,25439.27288,12148,28867.50117,7282486,12173.83579,953534,20453.91795,1171785,258.165
3/22/20,1088323.647,4.4,48.71914194,11771.26208,10358422,25452.34631,12759766,25770.3063,11295,26877.64594,6594711,12414.45755,991378,19255.47235,1004101,258.165
3/23/20,1070056.308,4.4,45.61944322,11543.62424,10536256,26533.48466,11181045,22262.90514,9493,0,0,12221.88167,1057497,16021.42053,1077958,258.165
3/24/20,1097167.333,4.4,60.26564579,11177.4637,12595140,28268.02326,13224401,20605.964,9087,0,0,12255.4612,1050958,17678.76022,1020161,258.165
3/25/20,1091746.737,4.4,52.01992609,10497.88372,9407753,27490.46604,12895704,20867.73051,9040,0,0,11639.56564,892859,19607.73159,1137794,258.165
3/26/20,1092342.82,4.4,58.30266182,11007.06767,12729483,20842.14915,9469877,24746.67665,10877,0,0,12326.79549,1168063,24490.17473,1673541,258.165
3/27/20,1074679.922,4.4,52.25751666,10040.54756,10371740,22682.56169,9776692,20856.8723,10687,0,0,11679.95696,794780,19957.16209,1152997,258.165
3/28/20,1071151.796,4.4,46.1058843,10978.30921,9869783,24987.78756,10745987,23671.57945,10580,0,0,11892.04865,915178,15798.42602,920870,258.165
3/29/20,1076695.891,4.4,57.8811912,11545.36951,9009369,22445.7946,11492492,25201.67642,11295,0,0,12005.91984,1464310,24192.10657,1502964,258.165
3/30/20,1094535.808,4.4,51.40884184,10875.12182,10849329,27841.23824,13673662,24216.60494,11532,0,0,12158.0053,844246,20608.69784,1352903,258.165
3/31/20,1071838.142,4.4,45.62288102,10815.84572,9295416,26830.06592,14043897,22329.63675,10125,0,0,11888.35262,833992,19641.51107,1155362,258.165
4/1/20,1056678.05,14.7,49.75514604,11156.99584,9850938,24246.67935,12662469,23094.94638,10438,0,0,12273.60953,927146,20770.33992,1345094,256.094
4/2/20,1092807.146,14.7,52.96265331,11703.05121,11548438,25065.53126,11200152,25740.54419,11264,0,0,12042.11632,1075791,21857.61535,1254982,256.094
4/3/20,1066502.229,14.7,66.95158075,10727.40977,11889476,26766.62894,13532405,23580.07894,10824,0,0,11744.76377,982651,17689.65758,1002948,256.094
4/4/20,1098310.115,14.7,66.3329305,10917.92443,11961691,27284.40734,13630616,19986.36793,9196,0,0,11897.85973,923588,18737.37382,1290925,256.094
4/5/20,1109653.706,14.7,71.56563491,11066.56105,9577563,25000.21202,11298964,27021.65703,10908,0,0,11884.23838,983442,18252.24192,1067216,256.094
4/6/20,1089562.366,14.7,69.67611447,11221.99027,11578211,24982.15337,11296290,22320.99683,10924,28673.10173,7128148,0,0,21246.53805,1333421,256.094
4/7/20,1066904.411,14.7,51.37209462,11158.60215,14797870,24371.46162,11378070,21321.86209,9495,22193.65955,5422134,0,0,16475.18505,1002261,256.094
4/8/20,1098197.763,14.7,64.83133343,10844.71709,9608974,22756.53811,11615757,22643.80521,9871,31766.55104,7574822,0,0,20483.26449,1975243,256.094
4/9/20,1066714.255,14.7,72.50925521,10954.40399,8953890,24729.36352,11380496,24151.28174,11486,23388.8091,5701470,0,0,21520.35809,1219303,256.094
4/10/20,1074076.177,14.7,68.31430946,11061.46149,9373512,23744.37692,12762166,26531.52521,11056,28536.66139,6973915,0,0,17809.90155,977956,256.094
4/11/20,1070218.285,14.7,64.98285599,11544.76205,8928166,25925.96913,12885811,23701.58426,9884,31328.23561,7560550,0,0,16864.75215,1101761,256.094
4/12/20,1091879.462,14.7,60.27541218,11412.18942,11215288,25521.4442,12292930,24355.273,10741,25746.2751,6460180,0,0,17651.41396,1089135,256.094
4/13/20,1050123.376,14.7,54.9097523,10673.58505,10384831,22929.9054,9718028,19086.62764,8272,28330.93306,6789784,0,0,18895.26054,1057795,256.094
4/14/20,1069256.25,14.7,64.58660392,10898.66821,9536527,25486.21659,11587328,22610.47227,10542,23752.74792,5995755,0,0,18302.30399,1855927,256.094
4/15/20,1062423.456,14.7,62.78511002,10297.0183,8725899,25476.53016,12248440,23476.66307,9809,29621.9398,7018127,0,0,21087.15756,1445585,256.094
4/16/20,1083514.838,14.7,82.09834352,11081.02074,11988916,24206.38891,12431912,26627.51743,11426,29881.51469,7154605,0,0,18574.59409,1298141,256.094
4/17/20,1058810.234,14.7,77.47060653,11282.98867,11036070,24687.78323,11870999,22189.19177,10105,30049.66241,7446728,0,0,23220.28499,1149486,256.094
4/18/20,1095160.318,14.7,74.09102369,11180.59737,10847721,26137.26215,12415199,23044.97962,10193,27229.87444,6821410,0,0,20898.47469,1291849,256.094
4/19/20,1066704.963,14.7,75.74143209,11188.08536,9508902,27135.87071,13478389,24471.38222,10442,26468.32231,6249880,0,0,20826.95476,1289226,256.094
4/20/20,1056126.246,14.7,67.69834826,11208.50589,8702743,24146.97517,11966291,23194.29928,10187,0,0,12225.90714,1011968,17368.58689,1252328,256.094
4/21/20,1075610.242,14.7,61.48864253,11393.60655,11544200,27990.40112,13193126,25353.60243,11112,0,0,11826.26219,1325533,17281.44471,1317339,256.094
4/22/20,1101856.299,14.7,88.23365526,11237.11959,10661520,23651.85746,12113759,23690.63539,10442,0,0,11826.35973,1165253,21222.78797,1368214,256.094
4/23/20,1086835.637,14.7,82.03963687,10454.10723,8839633,21639.32217,10001745,25164.01852,11183,0,0,12028.40234,1143208,20184.79947,1109100,256.094
4/24/20,1040170.114,14.7,69.81941,10744.10943,9730466,23015.58199,10142290,20866.8169,10055,0,0,11431.41263,831469,18944.94529,1222286,256.094
4/25/20,1060831.79,14.7,82.77348204,10976.33995,9941461,22015.15929,11067521,24024.79199,10716,0,0,12094.15114,1086291,18533.80818,1242311,256.094
4/26/20,1085301.755,14.7,86.13284562,11452.2841,11290860,27965.67539,11808725,25207.6717,10600,0,0,11883.05436,1206158,19924.61909,1211961,256.094
4/27/20,1087446.412,14.7,72.06452168,10879.13044,9694840,27525.52447,13430850,24696.55409,10955,0,0,12362.90662,1278398,23133.67417,1535743,256.094
4/28/20,1080920.853,14.7,81.08381575,11028.63572,10898850,27947.88647,12006948,23129.07298,9781,0,0,11579.2476,1169921,19640.35332,1040858,256.094
4/29/20,1086547.454,14.7,67.0431774,11064.6266,10665807,24121.35231,11046131,24997.04427,10685,0,0,12145.5408,1295935,20350.59395,1144670,256.094
4/30/20,1068003.104,14.7,77.74510198,10717.41827,9147457,23333.05975,9642376,25129.16668,11167,0,0,12117.40498,1585049,20611.55283,1306132,256.094
5/1/20,1089312.179,13.2,86.08913792,11333.76436,11417291,23707.38632,12155880,23019.18731,9684,0,0,12171.90055,1117748,26328.8028,1707279,255.944
5/2/20,1074102.884,13.2,68.41836727,11217.53598,9839664,27439.22078,13884588,20558.29464,9111,0,0,12417.73692,1175588,21032.85244,1315474,255.944
5/3/20,1063762.426,13.2,69.80948772,11174.5657,8886229,26222.73432,13166868,27643.69623,13584,0,0,12043.04079,961447,19672.00854,1869583,255.944
5/4/20,1066588.387,13.2,78.46667996,11119.75464,10130186,22288.88562,10767863,24854.10731,11199,23237.7235,5591511,11833.41579,923120,23072.82937,1229737,255.944
5/5/20,1071181.287,13.2,68.42051662,10459.10863,9042054,25097.05566,11412710,23458.95752,10577,24299.98217,5896180,11946.07579,956456,21932.69245,1401417,255.944
5/6/20,1038269.291,13.2,54.80290615,10416.9998,10278938,22078.91466,10618487,23602.01058,10527,22125.49828,5192420,12001.30366,935765,19480.35053,1161372,255.944
5/7/20,1093789.698,13.2,55.84851553,10982.80582,9943982,26078.33853,12629187,21285.50517,9303,36080.56705,8725962,11742.07669,1140777,21633.62544,1636237,255.944
5/8/20,1070366.039,13.2,55.50544899,11230.30588,9098742,24353.35177,10968882,23237.29913,9498,23956.15466,5773552,11787.71074,906594,21953.2274,1395886,255.944
5/9/20,1048504.596,13.2,52.29871739,11344.24408,11117758,26168.95539,11917808,22752.1364,10478,28645.813,6833471,12225.96809,1216395,19319.22308,1128030,255.944
5/10/20,1056595.917,13.2,59.93621161,10854.45706,9076131,25466.53734,13324765,23899.89183,10540,26681.46116,6367240,11782.34839,890195,18745.94313,1252363,255.944
5/11/20,1071326.239,13.2,49.31310102,11193.47109,10357622,24598.10664,11423357,25789.55498,11807,31045.26768,7624223,11819.30972,954840,18001.48851,1218691,255.944
5/12/20,1071677.296,13.2,62.21638728,10712.58271,9703349,24008.39965,11729032,24066.17058,11785,29987.98674,7303341,11592.43886,979217,20431.59126,994051,255.944
5/13/20,1090398.838,13.2,54.93850252,10553.97742,10053242,24694.63911,11126668,20215.81949,9115,26605.19443,6464812,11911.63541,1162225,20202.99119,2493393,255.944
5/14/20,1058889.398,13.2,59.78387551,10326.49269,9573100,21731.93048,11400968,24593.45616,10722,27284.20877,6797017,11669.12358,1034962,20219.67068,1556118,255.944
5/15/20,1087057.085,13.2,69.4535609,11691.15613,13752945,29498.70219,13281654,26835.04302,12209,23774.63634,5750399,12159.80639,1074614,23317.3154,1611904,255.944
5/16/20,1061262.612,13.2,54.07118601,10952.09336,8263378,27538.55658,11107229,23726.638,10477,27166.17077,6758697,11821.88475,835779,20304.5532,1141778,255.944
5/17/20,1058130.161,13.2,69.60907612,11613.22208,9890509,22430.33294,10441832,26139.45479,11475,27561.23768,6552362,12256.9633,1199398,18666.18613,1072249,255.944
5/18/20,1060926.775,13.2,53.11105389,11107.36963,8422775,25995.35983,13143614,21511.6328,9667,0,0,0,0,20515.52927,1071320,255.944
5/19/20,1094312.862,13.2,68.463643,10469.81615,10957038,25031.73514,11152022,22318.60271,9594,0,0,0,0,21400.12098,1394744,255.944
5/20/20,1080009.745,13.2,61.05978001,11132.13234,10003766,21835.01357,10214741,23296.25032,10766,0,0,0,0,18953.05847,1625999,255.944
5/21/20,1082929.462,13.2,67.32480757,11311.23244,11181284,24339.21162,10434395,25096.43298,12139,0,0,0,0,22306.63767,1415915,255.944
5/22/20,1057369.886,13.2,49.35091409,11257.0323,10449909,23647.71106,10590518,23319.51261,9520,0,0,0,0,19999.30134,1387647,255.944
5/23/20,1051421.353,13.2,53.9512022,11634.50215,10826010,26369.2308,12160412,21169.2128,9245,0,0,0,0,21557.09858,1267692,255.944
5/24/20,1042410.747,13.2,43.45254879,11266.5686,9185429,21972.85953,11187515,19740.22951,8625,0,0,0,0,20863.7535,1410498,255.944
5/25/20,1063727.689,13.2,46.74955764,11290.7537,9618736,26422.33549,10137008,23049.65131,10167,0,0,0,0,23444.37352,1313206,255.944
5/26/20,1050485.261,13.2,58.42504564,10977.972,11765974,25452.7772,11638879,25767.97861,10712,0,0,0,0,0,0,255.944
5/27/20,1050869.18,13.2,55.62067698,10416.19264,8727782,24204.70235,11950791,25608.79839,10523,0,0,0,0,0,0,255.944
5/28/20,1051257.8,13.2,68.71830744,10621.2177,9407372,24921.81768,11472503,25060.316,11693,0,0,0,0,0,0,255.944
5/29/20,1056997.717,13.2,47.39443351,10813.44217,9660358,20659.44521,9719111,24961.6907,11035,0,0,0,0,0,0,255.944
5/30/20,1048368.515,13.2,71.6851767,11067.31814,9166608,21564.49383,10273769,24007.74427,10189,0,0,0,0,0,0,255.944
5/31/20,1052089.316,13.2,59.95902226,11258.7472,10578113,24210.58097,10727111,22113.32374,9428,0,0,0,0,0,0,255.944
6/1/20,1057283.002,11,61.37693622,11301.39053,9917575,23295.09241,9983383,23175.14265,10084,31983.15735,7501485,12129.63957,907030,0,0,257.217
6/2/20,1076455.116,11,78.43582594,10635.67942,11761616,23867.19972,10915067,22170.23764,9406,23969.7758,5781604,11835.65413,1004746,0,0,257.217
6/3/20,1087812.717,11,66.31785698,10553.35499,9807109,24607.43726,12098587,24993.85944,11086,30596.93536,7632982,12387.63573,1315329,0,0,257.217
6/4/20,1080322.995,11,69.64906035,10939.54098,9754743,24673.27111,11870657,22810.45377,10907,30264.18063,7410950,12047.98494,1112514,0,0,257.217
6/5/20,1064003.269,11,81.52203793,10948.23565,8961015,26236.13263,13052888,23133.05966,10544,27598.82549,6746482,11727.44993,973520,0,0,257.217
6/6/20,1066541.08,11,80.63694191,11342.91012,9068787,25044.17748,11529346,23382.31045,10240,30440.40932,7353346,12041.25287,962613,0,0,257.217
6/7/20,1067162.269,11,64.78409663,10746.92259,10394777,26216.31343,13017470,24311.75695,11067,22306.82853,5474188,12038.80356,678925,0,0,257.217
6/8/20,1086648.914,11,77.72763502,10477.33941,9538555,26179.2388,15070988,22740.06133,9057,25806.97131,6467967,11876.46222,810049,0,0,257.217
6/9/20,1110975.807,11,71.88470976,10552.72054,11079176,26520.35694,14795855,18912.69621,7953,27269.44767,6625699,11918.23509,989902,0,0,257.217
6/10/20,1085749.887,11,66.21205628,11266.88634,11868829,27433.10209,13749184,22861.87986,10763,26286.01292,6546908,12715.6197,929016,0,0,257.217
6/11/20,1079504.902,11,79.96841768,11181.09372,9652296,21484.97807,11916430,23719.0477,10308,21408.5812,5266179,11564.00433,1199078,0,0,257.217
6/12/20,1067998.12,11,88.13514918,10754.22056,11810667,25419.68298,12132050,24354.71443,10777,25826.22832,6403179,11787.67424,840299,0,0,257.217
6/13/20,1055083.57,11,68.91936721,11183.08037,9232443,25536.99434,10431918,18797.43247,8068,26725.64798,6548505,11700.04636,945439,0,0,257.217
6/14/20,1074084.191,11,75.02424652,11080.16646,10515627,20796.65032,8949200,24408.97429,10383,19761.36469,4930634,11741.24986,857045,0,0,257.217
6/15/20,1072466.01,11,70.99519628,10848.33043,10653594,23132.42203,10542580,25956.97408,11711,0,0,12076.90869,1136689,0,0,257.217
6/16/20,1090429.788,11,66.56076817,11486.19322,9455675,23663.1756,11561740,23693.04808,10822,0,0,11703.7962,1690894,0,0,257.217
